List of lists of tuples;Tasks#;Workers#;Jobs#;Sch.FCFS;FCFS.ImpTime;Sch.MRR;MMR.ImpTime;Sch.JSP;JSP.time
[[(0,2),(3,3),(0,2),(3,1)],[(1,4),(2,3),(1,1),(2,3)],[(3,3),(0,2),(3,4),(0,2)],[(2,4),(1,4),(2,2),(1,4)],[(1,1),(2,1),(1,4)],[(0,2),(3,4),(0,3)]];22;4;6;59;4042;18;8833;18;3073125
[[(1,2),(2,4),(1,1)],[(3,2),(0,2),(3,4)],[(2,3),(1,4),(2,2),(1,1)],[(1,3),(2,2),(1,2),(2,3)],[(3,4),(0,3),(3,1),(0,3)],[(0,1),(3,1),(0,4),(3,2)]];22;4;6;54;8334;16;12625;15;2839291
[[(0,1),(3,4),(0,2)],[(3,2),(0,3),(3,3),(0,3)],[(1,1),(2,2),(1,2),(2,1)],[(2,2),(1,2),(2,1)],[(0,2),(3,3),(0,3),(3,2)],[(2,4),(1,4),(2,4),(1,1)]];22;4;6;52;3083;15;12333;14;3252750
[[(1,3),(3,1),(1,4),(3,2)],[(3,3),(1,2),(3,4)],[(3,2),(1,1),(3,3),(1,2)],[(0,2),(2,1),(0,1)],[(2,2),(0,4),(2,3),(0,4)],[(0,3),(2,2),(0,4),(2,3)]];22;4;6;56;7667;18;14334;18;3219875
[[(1,2),(0,4),(1,2)],[(2,2),(3,1),(2,1),(3,1)],[(0,4),(1,4),(0,2),(1,2)],[(3,3),(2,1),(3,2),(2,2)],[(3,1),(2,1),(3,4)],[(1,1),(0,4),(1,2),(0,1)]];22;4;6;47;4709;16;9333;16;3071417
[[(0,4),(1,4),(0,1)],[(1,4),(0,2),(1,2),(0,2)],[(2,2),(3,2),(2,3),(3,1)],[(3,4),(2,1),(3,3),(2,3)],[(0,4),(1,2),(0,4),(1,1)],[(3,2),(2,3),(3,1)]];22;4;6;55;4792;17;13041;17;3249916
[[(3,4),(2,4),(3,1),(2,1)],[(0,2),(1,1),(0,1),(1,2)],[(1,3),(0,1),(1,2),(0,1)],[(0,2),(1,3),(0,1)],[(3,4),(2,3),(3,3)],[(2,1),(3,3),(2,2),(3,1)]];22;4;6;46;4375;16;8875;16;3207000
[[(1,3),(2,2),(1,1),(2,4)],[(3,3),(0,2),(3,2),(0,1)],[(1,1),(2,1),(1,4)],[(2,4),(1,4),(2,1),(1,2)],[(3,1),(0,2),(3,4)],[(0,1),(3,1),(0,2),(3,4)]];22;4;6;50;4583;15;20417;15;3060917
[[(2,4),(3,2),(2,4),(3,1)],[(1,1),(0,1),(1,3),(0,1)],[(3,4),(2,1),(3,2),(2,2)],[(0,2),(1,1),(0,2),(1,3)],[(2,4),(3,1),(2,4)],[(1,1),(0,3),(1,1)]];22;4;6;48;4375;19;9042;19;3042041
[[(2,2),(3,4),(2,3)],[(1,3),(0,2),(1,1)],[(0,3),(1,1),(0,2),(1,2)],[(2,2),(3,1),(2,4),(3,1)],[(3,1),(2,2),(3,1),(2,3)],[(1,1),(0,4),(1,3),(0,2)]];22;4;6;48;4416;16;12583;16;3119125
[[(2,2),(1,1),(2,2),(1,1)],[(3,3),(0,3),(3,3),(0,1)],[(1,3),(2,2),(1,4)],[(1,2),(2,4),(1,1),(2,3)],[(0,1),(3,3),(0,4),(3,1)],[(3,2),(0,4),(3,1)]];22;4;6;51;4583;15;10708;14;3086292
[[(1,4),(2,3),(1,4),(2,3)],[(2,1),(1,2),(2,2),(1,2)],[(0,1),(3,4),(0,1)],[(3,4),(0,2),(3,3),(0,3)],[(0,2),(3,3),(0,4),(3,4)],[(2,2),(1,4),(2,4)]];22;4;6;62;3333;19;12584;18;3113667
[[(1,4),(2,2),(1,2)],[(2,3),(1,3),(2,2),(1,4)],[(0,4),(3,2),(0,3)],[(3,4),(0,2),(3,2),(0,4)],[(1,4),(2,3),(1,2),(2,4)],[(0,2),(3,1),(0,3),(3,4)]];22;4;6;64;3500;19;8500;19;3256209
[[(0,3),(1,4),(0,3)],[(0,1),(1,2),(0,2),(1,4)],[(2,4),(3,3),(2,2),(3,1)],[(3,1),(2,1),(3,3),(2,3)],[(1,2),(0,2),(1,3),(0,4)],[(3,1),(2,2),(3,4)]];22;4;6;55;4917;16;21333;15;3409958
[[(2,1),(3,1),(2,4),(3,2)],[(1,3),(0,1),(1,4),(0,2)],[(0,2),(1,4),(0,1)],[(0,4),(1,1),(0,2),(1,3)],[(3,4),(2,3),(3,4),(2,2)],[(2,4),(3,2),(2,1)]];22;4;6;55;4916;15;11333;15;3340833
[[(2,1),(0,3),(2,4),(0,2)],[(0,2),(2,3),(0,4),(2,3)],[(1,2),(3,2),(1,1)],[(3,1),(1,1),(3,4),(1,3)],[(0,4),(2,1),(0,3)],[(1,1),(3,3),(1,1),(3,2)]];22;4;6;51;4500;18;17209;18;3285041
[[(2,4),(1,2),(2,1),(1,4)],[(3,2),(0,4),(3,1)],[(2,4),(1,3),(2,1)],[(3,3),(0,2),(3,2),(0,3)],[(0,2),(3,4),(0,2),(3,4)],[(1,2),(2,3),(1,4),(2,2)]];22;4;6;59;5333;19;18375;18;3413750
[[(2,3),(3,4),(2,1),(3,4)],[(0,2),(1,2),(0,3)],[(3,1),(2,3),(3,4),(2,2)],[(0,3),(1,2),(0,3),(1,1)],[(3,2),(2,4),(3,2)],[(1,4),(0,4),(1,4),(0,3)]];22;4;6;61;4167;18;17000;18;3157709
[[(2,2),(1,3),(2,1),(1,4)],[(2,1),(1,2),(2,2)],[(3,2),(0,4),(3,3)],[(0,1),(3,4),(0,4),(3,2)],[(1,2),(2,4),(1,1),(2,4)],[(3,4),(0,1),(3,4),(0,2)]];22;4;6;57;4584;19;10334;19;3423541
[[(0,3),(3,3),(0,4),(3,1)],[(2,2),(1,1),(2,3),(1,1)],[(0,3),(3,4),(0,1)],[(1,2),(2,2),(1,4)],[(3,1),(0,1),(3,4),(0,2)],[(1,2),(2,2),(1,2),(2,3)]];22;4;6;51;4417;16;16334;15;3124375
[[(1,2),(2,3),(1,2)],[(2,3),(1,4),(2,4),(1,3)],[(3,4),(0,3),(3,4)],[(3,3),(0,1),(3,3),(0,3)],[(0,1),(3,1),(0,4),(3,3)],[(1,4),(2,2),(1,1),(2,4)]];22;4;6;62;4500;18;17208;18;3268500
[[(0,4),(1,2),(0,2),(1,3)],[(1,3),(0,4),(1,1),(0,2)],[(2,1),(3,4),(2,4)],[(2,4),(3,3),(2,2),(3,3)],[(1,2),(0,4),(1,2)],[(3,4),(2,1),(3,1),(2,3)]];22;4;6;59;4375;17;18250;16;3358250
[[(0,2),(3,1),(0,4),(3,4)],[(3,2),(0,3),(3,1),(0,2)],[(2,1),(1,4),(2,3),(1,1)],[(1,4),(2,4),(1,4)],[(1,2),(2,2),(1,2),(2,4)],[(0,1),(3,1),(0,1)]];22;4;6;53;4375;20;10208;17;3406458
[[(1,4),(2,1),(1,2)],[(2,3),(1,1),(2,4),(1,4)],[(3,4),(0,2),(3,2)],[(3,1),(0,1),(3,4),(0,4)],[(1,1),(2,3),(1,3),(2,1)],[(0,2),(3,4),(0,4),(3,2)]];22;4;6;57;4625;19;15458;17;3438292
[[(1,1),(3,2),(1,3),(3,4)],[(1,4),(3,4),(1,2)],[(2,2),(0,2),(2,2),(0,4)],[(3,1),(1,1),(3,4),(1,4)],[(0,2),(2,3),(0,1),(2,3)],[(2,2),(0,4),(2,3)]];22;4;6;58;4542;17;9958;15;3250375
[[(3,1),(1,3),(3,3),(1,2)],[(3,3),(1,2),(3,4)],[(0,2),(2,1),(0,1),(2,1)],[(2,4),(0,2),(2,2)],[(1,2),(3,2),(1,3),(3,4)],[(2,4),(0,3),(2,1),(0,3)]];22;4;6;53;3667;17;13667;17;3131375
[[(1,3),(2,1),(1,3),(2,1)],[(2,2),(1,2),(2,1),(1,4)],[(1,1),(2,2),(1,3)],[(0,1),(3,4),(0,1)],[(0,4),(3,1),(0,1),(3,3)],[(3,3),(0,2),(3,3),(0,4)]];22;4;6;50;3375;16;8333;16;3212416
[[(2,2),(3,1),(2,3),(3,2)],[(2,3),(3,1),(2,2)],[(3,4),(2,4),(3,3),(2,1)],[(0,4),(1,4),(0,1),(1,4)],[(0,1),(1,4),(0,4)],[(1,2),(0,2),(1,2),(0,3)]];22;4;6;57;4666;19;15042;16;3391209
[[(1,2),(2,4),(1,1),(2,3)],[(2,3),(1,1),(2,3),(1,2)],[(3,1),(0,4),(3,3),(0,2)],[(3,3),(0,2),(3,2)],[(0,3),(3,1),(0,2),(3,2)],[(2,1),(1,2),(2,4)]];22;4;6;51;4125;18;11250;18;3562667
[[(1,4),(0,4),(1,4),(0,3)],[(2,3),(3,2),(2,1),(3,1)],[(1,4),(0,3),(1,2)],[(3,2),(2,2),(3,1),(2,2)],[(3,2),(2,4),(3,2)],[(0,3),(1,4),(0,4),(1,1)]];22;4;6;58;4584;19;17000;19;3648209
[[(2,3),(3,1),(2,3),(3,1)],[(1,2),(0,2),(1,2),(0,2)],[(2,3),(3,3),(2,3)],[(0,4),(1,4),(0,4),(1,4)],[(3,2),(2,3),(3,3),(2,2)],[(1,1),(0,1),(1,4)]];22;4;6;57;13167;18;10833;18;3294875
[[(2,4),(0,3),(2,3),(0,2)],[(3,4),(1,1),(3,3),(1,3)],[(0,2),(2,4),(0,2)],[(0,4),(2,3),(0,4),(2,1)],[(3,3),(1,4),(3,2)],[(1,2),(3,3),(1,1),(3,1)]];22;4;6;59;4375;17;14125;17;3172334
[[(3,2),(0,2),(3,4)],[(3,1),(0,3),(3,4),(0,4)],[(2,3),(1,3),(2,2),(1,3)],[(1,2),(2,1),(1,2),(2,3)],[(1,3),(2,3),(1,1)],[(0,1),(3,1),(0,1),(3,2)]];22;4;6;51;7542;16;8292;14;3249042
[[(0,4),(3,4),(0,1),(3,1)],[(1,4),(2,1),(1,1),(2,3)],[(2,3),(1,1),(2,2)],[(2,4),(1,1),(2,3),(1,4)],[(0,3),(3,1),(0,4)],[(3,3),(0,2),(3,2),(0,4)]];22;4;6;56;6875;18;11625;18;3225834
[[(0,4),(3,3),(0,1),(3,3)],[(2,3),(1,2),(2,1),(1,2)],[(2,1),(1,2),(2,2)],[(1,4),(2,2),(1,4),(2,2)],[(3,3),(0,4),(3,4)],[(3,3),(0,1),(3,4),(0,2)]];22;4;6;57;8417;20;12916;20;3163667
[[(3,4),(1,1),(3,4)],[(2,3),(0,2),(2,3),(0,1)],[(3,4),(1,3),(3,4),(1,4)],[(0,3),(2,1),(0,1),(2,4)],[(1,1),(3,4),(1,3),(3,3)],[(0,4),(2,4),(0,4)]];22;4;6;65;6625;24;12167;23;3101083
[[(2,3),(0,4),(2,1),(0,3)],[(0,4),(2,1),(0,2),(2,2)],[(2,1),(0,3),(2,1)],[(3,4),(1,2),(3,4),(1,1)],[(3,4),(1,2),(3,4)],[(1,1),(3,1),(1,3),(3,3)]];22;4;6;54;13917;20;8750;20;3168875
[[(0,3),(1,1),(0,3),(1,4)],[(3,3),(2,1),(3,2)],[(1,2),(0,2),(1,4),(0,1)],[(3,1),(2,4),(3,3),(2,2)],[(1,3),(0,4),(1,2)],[(2,2),(3,2),(2,2),(3,3)]];22;4;6;54;3917;16;19750;16;3093708
[[(1,2),(0,1),(1,2),(0,4)],[(3,4),(2,2),(3,1),(2,4)],[(0,4),(1,2),(0,2),(1,1)],[(3,2),(2,2),(3,4)],[(2,4),(3,1),(2,2),(3,4)],[(1,2),(0,2),(1,4)]];22;4;6;56;11541;16;9292;16;3211709
[[(2,2),(3,3),(2,3),(3,2)],[(0,2),(1,3),(0,2),(1,1)],[(3,4),(2,4),(3,4),(2,3)],[(1,2),(0,2),(1,2)],[(1,1),(0,1),(1,4),(0,1)],[(2,3),(3,1),(2,2)]];22;4;6;52;3459;17;20667;17;3034583
[[(0,2),(3,3),(0,2)],[(2,4),(1,2),(2,4)],[(2,4),(1,2),(2,2),(1,1)],[(1,4),(2,3),(1,4),(2,3)],[(3,4),(0,4),(3,2),(0,4)],[(0,3),(3,1),(0,3),(3,4)]];22;4;6;65;10125;20;9292;20;3202542
[[(2,1),(3,2),(2,4),(3,4)],[(3,2),(2,1),(3,1),(2,3)],[(0,3),(1,4),(0,4),(1,3)],[(0,2),(1,1),(0,4)],[(1,4),(0,1),(1,4),(0,1)],[(3,2),(2,2),(3,4)]];22;4;6;57;3250;17;15542;17;3077459
[[(3,3),(1,4),(3,2),(1,2)],[(0,2),(2,1),(0,4),(2,2)],[(1,1),(3,3),(1,2),(3,2)],[(2,3),(0,3),(2,2),(0,3)],[(3,4),(1,4),(3,3)],[(0,2),(2,2),(0,4)]];22;4;6;58;9333;18;9750;18;3054708
[[(1,3),(2,4),(1,1),(2,3)],[(0,4),(3,2),(0,4),(3,3)],[(3,4),(0,1),(3,2),(0,2)],[(3,3),(0,2),(3,1)],[(1,4),(2,2),(1,4)],[(2,2),(1,3),(2,2),(1,2)]];22;4;6;58;4083;17;11000;17;3123917
[[(0,3),(3,2),(0,1),(3,1)],[(1,3),(2,1),(1,4)],[(3,1),(0,3),(3,1),(0,4)],[(0,1),(3,4),(0,3)],[(2,3),(1,4),(2,4),(1,1)],[(1,2),(2,1),(1,1),(2,3)]];22;4;6;51;10292;17;8875;15;3211959
[[(1,3),(2,2),(1,3)],[(0,1),(3,4),(0,3),(3,3)],[(1,1),(2,1),(1,4),(2,3)],[(2,3),(1,1),(2,3),(1,4)],[(3,1),(0,3),(3,3),(0,4)],[(0,1),(3,2),(0,4)]];22;4;6;57;3708;16;10958;16;3074667
[[(3,4),(0,4),(3,2),(0,1)],[(3,2),(0,3),(3,2)],[(1,3),(2,4),(1,3),(2,4)],[(1,3),(2,1),(1,4)],[(2,1),(1,1),(2,2),(1,1)],[(0,2),(3,2),(0,3),(3,4)]];22;4;6;56;4292;18;20084;16;3171125
[[(2,3),(0,2),(2,3)],[(0,2),(2,1),(0,4),(2,2)],[(1,3),(3,3),(1,1)],[(3,2),(1,4),(3,2),(1,4)],[(1,2),(3,2),(1,2),(3,2)],[(2,2),(0,3),(2,4),(0,4)]];22;4;6;57;5042;17;11584;16;3203250
[[(1,4),(3,3),(1,1),(3,4)],[(3,1),(1,3),(3,1)],[(2,2),(0,4),(2,4),(0,4)],[(2,3),(0,2),(2,1)],[(3,1),(1,3),(3,2),(1,4)],[(0,4),(2,3),(0,4),(2,4)]];22;4;6;62;3625;18;13750;18;2963583
[[(3,2),(0,1),(3,2)],[(2,4),(1,3),(2,2),(1,2)],[(3,2),(0,2),(3,1),(0,3)],[(0,3),(3,4),(0,1),(3,1)],[(1,1),(2,1),(1,4)],[(1,1),(2,4),(1,3),(2,2)]];22;4;6;49;3333;16;9083;15;3305583
[[(3,2),(2,4),(3,3),(2,3)],[(1,2),(0,4),(1,1)],[(1,1),(0,2),(1,3),(0,3)],[(2,1),(3,4),(2,1)],[(2,4),(3,1),(2,3),(3,1)],[(0,4),(1,1),(0,3),(1,1)]];22;4;6;52;4209;16;13542;16;3209125
[[(3,4),(0,2),(3,2),(0,4)],[(1,3),(2,1),(1,4)],[(1,3),(2,4),(1,3),(2,1)],[(0,4),(3,4),(0,1),(3,2)],[(3,4),(0,4),(3,2)],[(2,1),(1,2),(2,3),(1,3)]];22;4;6;61;4333;18;9541;18;3455000
[[(0,4),(3,3),(0,3),(3,4)],[(2,2),(1,3),(2,2)],[(1,1),(2,1),(1,2),(2,2)],[(2,4),(1,1),(2,3),(1,3)],[(3,1),(0,4),(3,2),(0,2)],[(0,4),(3,2),(0,1)]];22;4;6;54;3250;19;16333;18;3226375
[[(2,1),(3,2),(2,3),(3,2)],[(0,3),(1,3),(0,2)],[(1,1),(0,2),(1,2),(0,1)],[(3,2),(2,4),(3,3)],[(3,3),(2,4),(3,2),(2,1)],[(0,1),(1,2),(0,1),(1,4)]];22;4;6;49;4083;15;12167;15;3191834
[[(3,2),(1,2),(3,3),(1,2)],[(0,3),(2,2),(0,2),(2,2)],[(2,1),(0,3),(2,4),(0,4)],[(1,2),(3,3),(1,3),(3,3)],[(3,2),(1,1),(3,1)],[(2,3),(0,1),(2,4)]];22;4;6;53;3917;16;23125;16;3296208
[[(1,1),(3,4),(1,4)],[(2,2),(0,3),(2,3),(0,1)],[(1,4),(3,2),(1,3),(3,3)],[(0,3),(2,3),(0,2),(2,4)],[(3,3),(1,1),(3,1),(1,4)],[(2,1),(0,1),(2,4)]];22;4;6;57;3917;18;8750;17;3173750
[[(2,4),(0,3),(2,2),(0,4)],[(3,4),(1,1),(3,1),(1,3)],[(2,3),(0,3),(2,4)],[(1,1),(3,1),(1,2)],[(0,1),(2,2),(0,3),(2,2)],[(1,1),(3,1),(1,2),(3,1)]];22;4;6;49;12917;17;10333;17;3550459
[[(3,3),(1,4),(3,2)],[(2,4),(0,1),(2,4),(0,2)],[(2,2),(0,2),(2,1)],[(3,3),(1,1),(3,2),(1,4)],[(1,2),(3,2),(1,3),(3,4)],[(0,1),(2,1),(0,4),(2,1)]];22;4;6;53;3541;16;8708;16;3244416
[[(0,4),(1,3),(0,3)],[(3,4),(2,4),(3,1),(2,2)],[(3,4),(2,1),(3,3)],[(2,2),(3,3),(2,4),(3,1)],[(0,1),(1,3),(0,3),(1,4)],[(1,2),(0,1),(1,1),(0,1)]];22;4;6;55;4416;17;17500;16;3065333
[[(2,1),(1,1),(2,2),(1,1)],[(3,3),(0,4),(3,2),(0,4)],[(0,4),(3,1),(0,2),(3,1)],[(2,4),(1,1),(2,2)],[(1,3),(2,3),(1,1),(2,2)],[(3,3),(0,1),(3,1)]];22;4;6;47;3791;15;8416;15;3009542
[[(0,4),(3,4),(0,4),(3,1)],[(3,3),(0,2),(3,3)],[(3,4),(0,2),(3,3),(0,4)],[(1,3),(2,3),(1,3)],[(1,4),(2,2),(1,1),(2,4)],[(2,2),(1,3),(2,2),(1,4)]];22;4;6;65;3500;21;31458;18;3394875
[[(3,3),(0,4),(3,1),(0,1)],[(1,3),(2,3),(1,1),(2,4)],[(0,1),(3,3),(0,3)],[(2,4),(1,2),(2,3)],[(2,3),(1,4),(2,4),(1,3)],[(0,4),(3,3),(0,1),(3,1)]];22;4;6;59;6667;21;9542;21;3093167
[[(1,1),(0,3),(1,4),(0,1)],[(2,3),(3,3),(2,2)],[(0,2),(1,4),(0,2),(1,1)],[(0,3),(1,4),(0,4)],[(3,2),(2,1),(3,1),(2,1)],[(2,2),(3,4),(2,4),(3,2)]];22;4;6;54;4000;16;11542;15;3368416
[[(3,4),(2,3),(3,1)],[(2,4),(3,1),(2,2),(3,2)],[(1,4),(0,3),(1,1),(0,1)],[(3,1),(2,4),(3,3),(2,2)],[(0,4),(1,2),(0,1)],[(0,1),(1,1),(0,1),(1,3)]];22;4;6;49;3667;16;8333;15;3076708
[[(2,3),(1,2),(2,1),(1,2)],[(0,4),(3,2),(0,4)],[(3,4),(0,1),(3,2),(0,1)],[(0,2),(3,1),(0,2),(3,2)],[(1,1),(2,1),(1,3),(2,3)],[(1,1),(2,4),(1,3)]];22;4;6;49;3375;15;10459;14;3160834
[[(2,3),(1,4),(2,3)],[(2,2),(1,3),(2,2),(1,3)],[(3,2),(0,3),(3,2)],[(3,3),(0,4),(3,3),(0,4)],[(0,1),(3,1),(0,4),(3,4)],[(1,2),(2,3),(1,4),(2,2)]];22;4;6;62;3792;17;12750;17;3279709
[[(3,3),(1,1),(3,4),(1,2)],[(0,4),(2,1),(0,2)],[(1,1),(3,3),(1,2),(3,4)],[(2,3),(0,1),(2,3),(0,4)],[(0,3),(2,3),(0,2),(2,2)],[(3,3),(1,2),(3,1)]];22;4;6;54;3583;18;19625;18;3077791
[[(1,2),(2,4),(1,1)],[(3,4),(0,1),(3,1),(0,3)],[(0,4),(3,3),(0,2),(3,1)],[(2,3),(1,4),(2,2),(1,4)],[(1,1),(2,1),(1,3),(2,2)],[(0,2),(3,3),(0,3)]];22;4;6;54;3292;16;10542;15;3026833
[[(3,2),(2,2),(3,2),(2,3)],[(2,1),(3,4),(2,4),(3,4)],[(0,4),(1,1),(0,4),(1,3)],[(3,3),(2,3),(3,1)],[(0,3),(1,4),(0,1)],[(1,4),(0,1),(1,3),(0,2)]];22;4;6;59;3166;17;13208;16;3253916
[[(1,3),(3,4),(1,1),(3,3)],[(0,2),(2,1),(0,4),(2,1)],[(2,4),(0,1),(2,2)],[(3,3),(1,4),(3,3),(1,3)],[(2,4),(0,3),(2,3),(0,4)],[(3,2),(1,2),(3,1)]];22;4;6;58;9500;19;13709;16;3245333
[[(0,3),(1,2),(0,1),(1,4)],[(1,2),(0,2),(1,1),(0,1)],[(3,4),(2,1),(3,2),(2,2)],[(2,4),(3,2),(2,3),(3,3)],[(1,1),(0,4),(1,4)],[(3,3),(2,3),(3,3)]];22;4;6;55;3250;17;10500;17;3081542
[[(0,3),(2,4),(0,2),(2,1)],[(3,2),(1,4),(3,2),(1,1)],[(3,1),(1,3),(3,2)],[(0,2),(2,4),(0,1)],[(1,4),(3,3),(1,4),(3,1)],[(2,4),(0,2),(2,2),(0,1)]];22;4;6;53;5084;16;11958;16;3592291
[[(0,3),(3,1),(0,1),(3,3)],[(1,2),(2,4),(1,2)],[(1,1),(2,3),(1,3),(2,3)],[(3,2),(0,3),(3,4),(0,4)],[(2,3),(1,2),(2,4),(1,3)],[(0,2),(3,2),(0,4)]];22;4;6;59;4667;17;17042;17;3410750
[[(0,4),(3,4),(0,1)],[(1,3),(2,3),(1,3),(2,2)],[(1,3),(2,2),(1,2)],[(0,4),(3,4),(0,2),(3,1)],[(2,1),(1,2),(2,1),(1,2)],[(3,1),(0,1),(3,1),(0,1)]];22;4;6;48;10500;15;9208;15;3251375
[[(1,4),(3,4),(1,3),(3,3)],[(3,4),(1,4),(3,3),(1,2)],[(0,1),(2,3),(0,1)],[(2,3),(0,3),(2,3),(0,4)],[(0,2),(2,4),(0,1),(2,3)],[(1,2),(3,2),(1,4)]];22;4;6;63;3875;19;12000;19;3028416
[[(1,1),(0,4),(1,3)],[(1,1),(0,3),(1,3),(0,4)],[(2,4),(3,4),(2,3),(3,1)],[(3,4),(2,3),(3,3),(2,2)],[(3,2),(2,1),(3,2)],[(0,3),(1,2),(0,1),(1,1)]];22;4;6;55;9542;17;14000;16;3093583
[[(0,4),(3,3),(0,2),(3,3)],[(3,4),(0,4),(3,2),(0,1)],[(1,4),(2,2),(1,3)],[(1,4),(2,1),(1,3),(2,3)],[(2,4),(1,1),(2,4),(1,3)],[(3,4),(0,4),(3,1)]];22;4;6;64;4417;18;16292;18;3086166
[[(2,1),(3,3),(2,1),(3,4)],[(3,3),(2,2),(3,3),(2,1)],[(1,1),(0,3),(1,1),(0,1)],[(2,4),(3,2),(2,3)],[(1,1),(0,3),(1,4)],[(0,3),(1,2),(0,1),(1,3)]];22;4;6;50;10041;16;9041;15;2975416
[[(3,3),(1,3),(3,3),(1,2)],[(1,2),(3,4),(1,3),(3,2)],[(0,4),(2,3),(0,1)],[(2,4),(0,3),(2,3),(0,1)],[(0,4),(2,1),(0,2),(2,4)],[(1,1),(3,2),(1,4)]];22;4;6;59;3750;18;11000;18;3155125
[[(1,1),(0,1),(1,1),(0,3)],[(2,2),(3,3),(2,4),(3,2)],[(0,4),(1,4),(0,4)],[(3,4),(2,3),(3,1)],[(3,2),(2,2),(3,4),(2,2)],[(0,3),(1,4),(0,2),(1,3)]];22;4;6;59;7500;17;13083;17;3049125
[[(3,1),(1,3),(3,2)],[(0,2),(2,4),(0,4)],[(1,4),(3,2),(1,4),(3,4)],[(3,2),(1,1),(3,1),(1,4)],[(2,3),(0,2),(2,1),(0,2)],[(0,4),(2,4),(0,4),(2,3)]];22;4;6;61;4333;19;12959;18;3227667
[[(1,1),(0,1),(1,3),(0,4)],[(3,4),(2,3),(3,2)],[(1,1),(0,1),(1,3)],[(2,4),(3,3),(2,3),(3,3)],[(3,3),(2,2),(3,4),(2,2)],[(0,3),(1,4),(0,3),(1,3)]];22;4;6;60;7667;19;11000;19;2982959
[[(2,3),(1,1),(2,3)],[(0,1),(3,1),(0,2)],[(0,2),(3,2),(0,3),(3,1)],[(3,3),(0,3),(3,4),(0,2)],[(2,1),(1,3),(2,4),(1,4)],[(1,4),(2,2),(1,1),(2,4)]];22;4;6;54;4208;17;13750;17;3008833
[[(2,4),(1,1),(2,3),(1,3)],[(1,3),(2,2),(1,1),(2,3)],[(3,4),(0,2),(3,3),(0,2)],[(2,2),(1,4),(2,3)],[(3,3),(0,4),(3,2)],[(0,3),(3,1),(0,2),(3,1)]];22;4;6;56;15459;17;9416;17;3021417
[[(3,3),(0,4),(3,4),(0,4)],[(2,3),(1,1),(2,1)],[(3,4),(0,4),(3,1)],[(1,2),(2,3),(1,1),(2,3)],[(2,4),(1,3),(2,4),(1,1)],[(0,3),(3,2),(0,4),(3,4)]];22;4;6;63;3542;19;11167;19;3214500
[[(2,1),(1,3),(2,2),(1,1)],[(1,3),(2,2),(1,2)],[(0,2),(3,1),(0,2),(3,4)],[(1,2),(2,2),(1,1),(2,1)],[(3,3),(0,4),(3,3),(0,3)],[(0,1),(3,2),(0,1)]];22;4;6;46;4084;14;12792;14;3071250
[[(1,1),(2,2),(1,2),(2,3)],[(0,1),(3,4),(0,3),(3,2)],[(1,3),(2,1),(1,3)],[(3,2),(0,2),(3,2)],[(3,4),(0,3),(3,4),(0,4)],[(2,2),(1,1),(2,1),(1,4)]];22;4;6;54;4000;20;13834;18;3237917
[[(1,3),(0,4),(1,2)],[(2,2),(3,2),(2,3),(3,2)],[(3,4),(2,2),(3,4),(2,1)],[(1,4),(0,1),(1,2),(0,4)],[(2,3),(3,3),(2,2)],[(0,3),(1,1),(0,1),(1,1)]];22;4;6;54;3458;16;15042;15;3164041
[[(2,4),(1,2),(2,4),(1,4)],[(3,1),(0,2),(3,4),(0,2)],[(1,3),(2,3),(1,4)],[(3,4),(0,1),(3,3)],[(0,3),(3,1),(0,4),(3,3)],[(1,1),(2,3),(1,4),(2,1)]];22;4;6;61;4166;19;17625;19;3096375
[[(1,1),(2,3),(1,4)],[(0,1),(3,4),(0,4),(3,2)],[(2,3),(1,1),(2,2),(1,4)],[(3,3),(0,4),(3,3)],[(3,2),(0,3),(3,4),(0,4)],[(1,3),(2,3),(1,2),(2,4)]];22;4;6;64;3042;20;12625;18;3211041
[[(0,4),(1,1),(0,2),(1,1)],[(1,3),(0,4),(1,3)],[(3,2),(2,4),(3,2),(2,4)],[(2,2),(3,1),(2,4),(3,3)],[(1,3),(0,2),(1,2),(0,1)],[(2,2),(3,3),(2,1)]];22;4;6;54;4708;17;17000;17;3095042
[[(3,2),(0,2),(3,3)],[(0,3),(3,4),(0,1),(3,1)],[(1,2),(2,1),(1,4),(2,4)],[(2,3),(1,1),(2,1),(1,2)],[(3,1),(0,1),(3,4),(0,1)],[(1,2),(2,1),(1,3)]];22;4;6;47;3958;15;31041;15;3244167
[[(0,4),(2,2),(0,4),(2,4)],[(1,4),(3,2),(1,1),(3,4)],[(2,3),(0,1),(2,3),(0,3)],[(1,3),(3,2),(1,3)],[(0,1),(2,4),(0,3)],[(3,3),(1,1),(3,1),(1,3)]];22;4;6;59;3792;17;15875;17;3112791
[[(0,4),(1,2),(0,3)],[(2,3),(3,2),(2,2),(3,2)],[(1,4),(0,4),(1,2),(0,4)],[(0,3),(1,3),(0,4),(1,3)],[(3,4),(2,1),(3,1)],[(3,1),(2,1),(3,4),(2,4)]];22;4;6;61;5958;22;23583;22;3338875
[[(3,4),(0,2),(3,4),(0,2)],[(0,3),(3,3),(0,1),(3,1)],[(1,4),(2,2),(1,1)],[(0,2),(3,3),(0,4)],[(2,1),(1,3),(2,3),(1,4)],[(1,2),(2,1),(1,2),(2,1)]];22;4;6;53;3500;16;12042;16;3168042
